"SRR1039508","SRR1039509","SRR1039510","SRR1039511","SRR1039512","SRR1039513","SRR1039514","SRR1039515","SRR1039516","SRR1039517","SRR1039518","SRR1039519","SRR1039520","SRR1039521","SRR1039522","SRR1039523"
6,7,6,8,6,11,8,9,12,10,10,11,7,6,18,18
0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4848.051,4456.385,4951.677,4339.68,5491.603,3268.171,7384.839,4836.992,5898.458,7157.008,6774.253,5449.547,4380.246,4140.708,5464.857,5621.341
6205.642,6271.848,6179.77,6376.283,7033.962,4593.426,9943.254,5928.457,7270.791,9617.531,9402.601,6687.933,5352.962,5905.532,6761.422,7962.277
1219.41,1203.567,1176.596,1218.659,1378.791,806.726,1840.64,1121.116,1376.71,1909.905,1722.676,1198.314,1071.985,1143.915,1545.764,1555.05
535.566,489,385,511.786,649,319.56,716.268,471.845,660.491,948,845,503.493,446.749,512.285,574,594.46
1294.489,1314.381,1220.781,1212.832,1348.263,849.707,1655.736,979.929,1692.828,1859.214,1796.617,1231.762,950.986,947.106,1170.634,1358.58
164.667,96.37,195.034,146.463,327.268,95.26,304.515,117.625,454.766,363.978,193.174,172.835,203.698,204.166,207.664,309.475
405.389,391.033,315.431,335.02,366.297,232.506,539.239,299.001,310.7,490,441.384,314,250.771,246.932,309.92,380.089
1765.076,1700.762,1925.222,1551.108,2319.69,1097.766,2513.559,1668.397,2182.253,2203.629,2325.423,1770.889,1619.957,1544.327,2217.231,2091.531
230.82,127.419,253.387,212.779,295.798,139.699,359.132,211.394,295.103,289.266,282.297,188.972,184.569,170.268,249.867,280.094
1477,1647.021,1358.314,1589.646,1649.436,1128.774,2408.07,1375.898,1698.305,2421.659,2255.475,1450.269,1119.256,1303.516,1524.033,1952.856
541.533,663.039,637.248,624.34,830.113,371.927,804.886,546.81,761.585,1062.97,962.403,670.52,462.17,519.153,564.269,759.983
809.913,722.687,802.936,799.393,1019.037,595.274,1166.016,803.463,820.61,1043.807,984.942,756.928,672.826,754.673,994.606,1030.981
947.44,853.736,807.71,830.687,1077.792,595.393,1288.99,778.638,1142.11,1455.218,1474.631,888.786,701.467,737.169,853.845,930.739
1.08,0,54.584,1.465,74.44,0,44.514,1.092,42.748,0,74.213,111.858,0,0,0,53.806
1525.33,1423.126,1405.367,1253.469,1582.722,769.126,1941.841,1192.294,1584.787,1900.611,1857.179,1449.188,1014.875,1119.348,1401.298,1441.712
0,0,2,0,0,0,1.001,0,0,0,0,0,0,0,0,0
1665.411,1459.431,1584.11,1338.841,1757.706,964.068,1956.049,1283.925,1916.492,2226.059,2175.533,1540.361,1142.082,1136.084,1552.238,1651.551
69.448,122.735,92.23,137.112,195.685,105.307,273.786,138.926,159.871,219.209,220.851,137.955,82.858,91.987,156.299,133.515
562,559.627,515.82,546,622.094,319.001,808.383,477.12,681.057,785.446,837.084,550,446.333,507.341,627.111,610.072
1673.163,1574.245,1462.524,1560.298,2158.676,1252.061,2959.33,1691.032,1716.573,1837.311,1802.74,1429.289,1306.728,1601.262,1965.981,2161.998
3473.021,2931.09,3747.746,3091.168,4909.782,2946.844,7047.162,4508.124,4232.466,5209.904,5020.448,3758.565,3906.125,4098.188,4835.13,5384.308
272.338,542.092,420.698,375.155,78.894,246.909,599.253,287.802,179.739,471.759,296.768,193.2,201.799,337.793,108.295,419.295
217.608,261.253,195,245.356,183.252,261.725,469.8,268.639,227.998,331.407,301.342,213.708,178.091,304.859,302.414,336.179
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
650.01,726.002,589.683,647.497,551.281,458.739,1022.173,491.007,589.207,860,817.912,652.79,541.931,695.376,728.657,749.671
1385.06,1425.155,1217.839,1418.128,1733.38,1195.22,2378.422,1368.987,1755.685,2474.678,2363.353,1414.68,1397.091,1660.292,1738.066,2096.928
1609.341,1223.827,1488.326,1343.406,1884.966,836.565,2069.194,1414.607,1978.576,1767.495,1527.169,1523.823,1571.274,1173.654,1975.232,1724.9
0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
1960.072,2027.763,1803.364,2114.87,2299.26,1477.208,3008.656,1611.288,2894.194,2961.548,2652.602,1732.115,1325.132,1785.277,1815.114,2887.378
407.209,284.578,308,232.271,424.507,251.854,332.124,255.891,322.555,332,357.913,261.941,244.144,198.932,277.463,291.754
2107.948,1679.729,2202.135,1867.416,2108.3,1230.149,3055.615,2179.888,3428.435,2820.061,2485.872,3121.745,1813.523,1398.006,2243.217,1564.235
14,19.289,20.386,25.395,20.172,10,32.408,11.659,7.094,13.942,19.241,4.492,16.272,20.81,34.963,40.018
2032.508,1905.844,2168.882,2160.751,2065.236,1678.89,3755.528,2080.971,2104.7,2655.477,2356.091,1943.6,1929.662,2150.534,2543.49,2873.606
1316.895,1246.529,1217.53,1283.729,1164.2,1008.585,2345.078,1322.503,1724.327,1870.088,1492.048,1444.085,1238.819,1287.251,1874.356,1392.673
14.913,15.029,13.398,11.287,18.729,14,18.988,4.941,14.59,27.162,27.427,16.08,0,14.878,20.96,6.089
851.8,889.178,824.921,895.715,1025.802,677.931,1492.4,784.906,1030.258,1313.603,1209.326,871.709,720.495,866.298,955.521,1029.893
38.563,44.238,271.396,336.345,128.393,148.41,467.546,35.319,620.549,396.373,541.88,545.289,365.276,308.554,396.295,688.68
0,0,0,0,0,0,8.632,0,1.765,5.202,0,0,11.683,1.718,0,0
1388.053,1385,1411,1420.982,1351.613,841.568,1753.294,1079.726,1386.514,1561.335,1534.549,1125.206,1035.701,1137.63,1350.97,1560.315
597.798,411.342,546.895,377.622,593.32,250.72,584.602,444.085,730.494,712.771,619.776,559.452,398.744,413.064,616.599,572.11
66.299,80,108.231,97.473,106,55,156.659,73,88.973,72.856,79.62,54.948,53.967,53.621,33.929,89.084
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708.558,691.928,623.795,363.123,596.838,497.319,907.914,797.592,776.393,691.033,566.08,601.612,591.188,519.934,578.93,829.057
653.927,378.31,659.746,481.256,611.719,282.056,900.115,665.372,613.388,604.522,435.835,448.921,552.279,249.32,745.833,507.296
8.536,0,0,22.146,0,34.115,0,37.098,0,11.81,0,83.27,0,16.336,0,0
0,16,22.814,0,0,24,25.158,0,1.197,10,12,8.162,0,0,14.268,6.088
0,0,0,0,0,0,2,0,3,0,0,0,0,0,4,5
3.487,1,0,0,1,1,1,0,2.836,1,0,0,1,0,5.882,6.433
2056.92,1958.29,865.951,1980.179,1412.411,996.458,2161.679,1928.628,867.046,893.068,1597.811,626.994,1028.93,991.812,1486.012,1598.911
73.999,77,91.999,89.01,66,24,80.076,64,98,132.078,123.999,56,49,52.999,86,95.002
5.684,1.308,17.259,5.203,6.228,2.152,30.147,5.819,5.334,2.305,0,5.077,5.579,3.399,9.991,5.517
2118.232,1282.724,1545.782,1129.818,2453.062,1203.042,2665.206,1790.599,2184,3775.354,2585.377,2068.314,2104.761,2902.236,2618.237,3465.81
449.616,428.699,450.638,332.555,519.716,266,810.931,472.1,553.777,617.536,497.463,347.308,354.887,461.177,523.221,599.387
566.516,520.631,603.719,481.83,652.763,421.245,925.257,576.248,792.063,763.608,702.69,514.386,518.844,472.234,727.083,741.206
136,125.015,147.393,111.594,170.526,119.281,201.092,146.656,180.011,244.613,209.164,151,145,103.104,185.067,184.58
726,681,778.263,660.883,867.876,425.986,876.756,606.066,853.237,883.15,934.615,659,642.147,534.128,893.459,717
432.812,400.507,571.284,399.495,509.697,203.821,911.284,528.073,650.295,731.431,680.423,277.921,444.527,447.45,647.861,535.867
1453.664,1227.409,1335.137,1293.409,1207.149,900.602,1970.861,1082.664,1505.09,1625.931,1509.986,1162.455,1253.129,1261.024,1548.069,1561.354
184.828,178.782,138.43,154.851,143.224,112.533,344.445,96.645,100.251,71.16,82.941,139.212,79.461,109.705,193.395,203.429
2527.669,2407.65,2324.85,2398.271,3527.191,2045.843,4933.977,2948.248,3510.009,4631.468,3769.875,3118.395,2767.997,3068.908,3625.561,3884.536
4.878,0,19,2.429,16.049,11,8.324,9.479,26.038,9.329,7.359,6.475,6.573,0,6.558,13
2808.024,2067.588,3605.005,2636.731,3634.685,1614.631,5182.44,3510.849,4003.395,4004.273,3469.074,3439.999,3041.218,2721.77,4163.492,3668.091
1686.014,1157.308,2000.058,1488.575,1820.565,651.156,2521.208,2084.73,1326.392,1467.574,1286.045,1359.226,1651.755,1129.063,3352.426,1694.428
1976.096,1852.608,1836.778,2022.422,2521.799,1527.476,3309.183,1985.419,2308.14,3272.744,3089.729,2061.693,2009.248,1973.356,2412.783,2743.574
1165.461,1168.074,1215.651,1267.703,919.431,871.146,2343.397,1084.131,1054.533,1618.642,1214.216,993.724,834.769,1292.698,1248.935,1355.62
588.539,720.346,544.472,850.643,1170.677,823.603,2040.365,851.427,1111.727,1433.389,980.802,902.942,450.972,872.898,945.553,1218.655
1617.039,1546.544,1523.41,1262.057,1826.309,897.486,2157.573,1529.578,1940.347,1991.695,1871.526,1379.594,1401.053,1341.507,1941.92,1701.942
75.594,90.042,143.697,52.977,175.564,55.162,247.847,149.969,147.075,184.124,159.62,137.814,78.105,63.517,73.145,52.841
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.365,37.092,76.381,25.152,100.083,45.818,212.351,129.341,91.888,114.549,216.763,75.066,62.102,229.654,88.325,112.368
291.001,189.068,288,216.011,313.066,121.04,361,289,386,307.014,271.99,249.017,259.093,269.999,331.06,358
46.767,8.351,47.38,42.842,89.264,67.203,42.461,23.724,62.225,73.695,87.026,34.777,6.906,61.672,20.963,85.504
582.439,586.429,381.139,635.34,257.801,313.29,639.829,412.962,357.029,447.199,363.907,305.803,314.717,239.932,322.776,547.475
1702,1355.103,1697.263,1581,1922.151,1100,2915.434,1830.342,1743.115,2141.738,2154.071,1470.174,1438.508,1535.649,1974.765,1987.595
228.099,138.602,199.554,163,198.169,155.488,328.243,268.716,211.064,181.936,181.838,201.14,259.106,176.475,313.724,286.958
7,2,8,4,12,5,13,6,9,8,10,9,5,5.287,4,7
1103.677,1367.381,1035.698,1342.416,1212.334,823.571,1960.248,967.56,1131.442,1970.287,1824.389,1088.565,887.802,1276.976,1184.021,1714.946
48.665,78.6,115,62.815,153.623,57.802,40.157,151.482,64.206,152.869,252.679,113.98,144.318,77.01,57.638,114.429
631.297,657.128,541.712,662.62,677.209,362.153,807.429,521.674,677.387,1020.173,944.933,582.746,547.159,577.724,622.864,751.226
3,12,5.439,11,0,10,1.728,4.803,3.386,0,1,0,12.999,5.383,0,10.294
5.808,13.159,9,12,133.707,80,197.532,108,9,23,13.635,8,8,8,8,7
408.884,493.192,375.527,581.58,337.666,344.347,1169.55,371.309,147.498,353.276,340.773,232.006,258.755,288.499,448.314,439.743
268,381.236,278,373.005,250,249,427.032,196,239,415.266,375,240,169,239,193.002,288
39.769,51.349,67.387,56.53,66.796,49.625,134.358,54.244,73.317,61.519,54.57,34.425,41.276,63.975,75.067,141.059
628.92,698.926,754.549,820.596,620.281,584.04,1228.133,525.556,683.106,990.625,975.057,715.698,507.199,824.27,967.302,900.048
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551.033,543.554,549.259,521.379,763.778,400.525,976.44,697.625,570.682,647.289,673.205,615.802,247.957,566.162,677.98,713.069
1,0,1,0,1,1,0,0,16,14,11,10,4,3,3,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,1,1,0,0,2,0,1,1,1,0,10,18,15,24
506,449.425,443.773,532.202,454,300.608,717.171,402.982,503.594,619.228,616.531,467,431.93,474.961,595.364,525.9
101.882,308.658,161.515,143.987,154.432,270.634,797.894,268.684,61.29,275.286,294.222,127.339,255.476,292.755,297.446,346.827
4302.87,4314.818,3324.526,4319.079,4877.984,2696.393,7245.201,4228.059,4769.807,6036.384,5387.901,3730.515,3868.706,4833.48,5036.959,6279.933
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622.966,520.937,544.736,600.889,798.095,384.91,1077.294,605.127,823.085,832.672,854.622,628.171,549.481,552.676,820.709,771.734
2279.715,1843.934,2514.653,2256.485,2255.091,1438.315,4011.664,2586.798,2418.872,2398.835,2179.601,2315.993,2318.088,2029.64,3144.727,2828.811
0,34.136,0,11.396,1.496,0,0,34.478,0,0,21.312,0,13.694,9.47,32.652,0
2,1,4,1,4,1,1,7,1,10,5,6,3,0,7,1
115.98,168.122,1225.278,109.685,2334.393,66.657,672.213,264.808,3418.118,1886.349,688.854,635.87,131.059,618.176,760.935,852.457
76.234,71.497,106.014,32.025,0,129.527,209.547,42.222,31.243,134.012,77.439,124.737,70.197,69.908,279.355,125.011
519.559,324.055,456.734,495.663,892.032,496.988,989.872,645.44,652.205,525.162,527.784,445.382,491.475,565.006,762.889,659.497
28.033,26.031,22.025,34.04,37,40.067,43.013,11.012,10,17,11,2,48,155.736,43,224.209
5,17,2,13,11.571,71,106,19,9,130,113,23,0,77.021,5,78
148,160.17,158.047,259,153,137.194,282.013,156.179,129,250.112,252,135,151,258,215.274,382.281
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436.254,386,382.477,412,454,245,577.099,334.2,527.201,780.624,766.051,416.134,341,313,435.513,415.021
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7.937,4.122,7.121,5.773,4.159,2.732,12.075,7.056,6.447,6.568,11.19,7.143,5.453,4.27,19.666,5.642
433.31,522.783,379.738,554.001,430.004,353.423,699.951,317.013,382,605.916,583,393.627,337.836,466.015,404.504,518.24
77.769,124.418,121.718,81.565,273.163,244.693,422.201,244.743,211.022,301.825,198.496,174.355,230.915,288.701,280.722,360.505
209,109.496,174.92,136.57,45.285,33.461,394.39,67.644,73.206,174.972,45.954,82.293,100.105,207.337,122.112,111.551
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.477,5.259,4.492,2.545,2,7.915,8,4,4.821,9.501,8.295,3.822,3.415,7.783,4.291,10.557
36.841,255.567,187.043,182.72,0,15.003,254.875,109.86,66.172,163.298,252.819,76.618,152.172,146.356,150.836,197.535
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,5,0,6,4,12,11,8.009,3,1.579,5,7,4,9,7
3.277,0,8.5,0,3.255,0,0,9.004,3.27,3.327,3.494,8.624,3.775,3.259,0,0
968.149,617.389,786.949,757.293,1064.159,314.314,1033.778,850.464,1343.203,1172.225,1116.555,1158.915,1013.95,636.289,1265.11,901.719
15.387,24.287,24.592,11.64,2.156,3.779,32.673,0,33.522,50.655,27.405,15.901,16.894,25.611,33.525,30.444
14.161,36.279,30.758,30,28.934,22.094,42.045,28.826,27.551,53.004,37.035,21.51,13.291,29.797,19.575,27.177
5,2,2,0,1,0,2,1.986,7.695,6.852,6.217,10.282,4,4,2.123,0
1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
68.001,0,35.892,0,58.317,30,73,70.059,57,1.7,27,37.3,41,30,73.309,0
3827.353,2494.247,3530.778,2250.697,5292.867,1691.073,4882.655,5103.204,4736.846,3621.913,3395.419,3928.71,3102.348,2254.271,4593.876,2879.791
351.752,234.157,323.944,245.93,229.363,99.321,404.628,237.915,234.246,318.263,468.416,253.106,290.634,203.763,312.053,198.987
252.003,240.755,180.648,203.237,235.127,151.321,305.297,214.341,335.534,262.343,223.203,245.369,224.848,249.162,266.658,235.885
391.55,407.187,355.147,371.9,572.623,264.441,781.393,400.692,544.253,834.259,741.604,490.128,416.413,447.15,536.664,518.765
1269.138,1257.693,1253.132,1293.833,1961.516,1214.744,2802.311,1708.206,1464.417,2295.407,2064.235,1225.006,1017.472,1434.212,1622.473,2085.042
57.707,53.142,63.609,75.709,49.84,30.457,82.476,27.861,19,10.012,17,20.541,55.457,64.404,76.351,85.597
413.318,326.706,248.042,325.087,470.828,187.05,541.13,329.493,439,627.973,535.113,370.635,346.256,307.79,426.712,402.24
803.049,727.242,724.321,677.698,895.917,615.267,1204.049,847.348,804.888,899.609,911.231,819.563,782.325,864.369,1172.347,1167.001
132.889,74.552,111.7,74.579,166.893,50.183,152.773,119.984,150.62,190.823,142.565,151.706,119.571,68.597,189.632,97.553
58.659,55,43.348,36.023,56.736,23,63.037,63.001,56.409,60.428,49.876,49.976,51.354,36.863,76.026,44
42.856,15,49.174,7.713,88.285,31,48,51,188.008,110.835,71.964,121.164,122.113,56,96.99,32.212
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
956.194,745.527,865.333,830.611,1079.284,648.315,1357.832,799.3,1021.271,1374.444,1248.428,776.917,743.264,763.454,862.589,963.424
2726.236,2202.029,2554.68,2507.671,3607.642,2690.49,5310.484,3153.949,4390.733,4576.522,3890.647,3174.942,3121.351,3253.221,3992.301,4420.565
524.278,488.508,589.849,470.635,211.617,150.875,501.875,226.797,568.651,935.622,629.467,501.729,339.191,413.938,522.018,576.272
1103.831,810.539,1153.698,915.362,1246.378,880.49,2289.321,1418.884,1228.829,1833.901,1834.119,1347.199,991.256,1187.138,1597.256,1360.757
129.66,140,206.998,162.071,124.707,98.244,264.527,136.681,21.95,59,39,70,106,239.893,261,238.651
722.749,637.615,604.503,630.221,714.3,383.48,805.309,563.342,665.937,834.632,855.531,599.6,580.57,583.537,841.84,844.045
569.932,609.807,612.549,580.447,653.615,412.968,969.272,674.824,608.111,644.586,601.566,592.312,597.354,604.52,837.462,831.669
1331.005,1290.031,1107.914,1231.586,2199.786,894.022,2979.749,1904.188,1729.408,1873.286,1883.22,1271.019,1182.453,971.717,1688.096,1065.831
937.055,1041.326,868.104,1166.759,1055.271,774.186,1824.574,772.224,1174.607,1712.26,1524.6,863.587,779.492,1080.794,1105.668,1314.348
480.007,416.103,454.617,473.005,598.01,468.511,1083.263,573.09,581.241,771.015,716.196,452.138,466.016,625.017,645.044,781.407
668,688,582.771,758.255,657.072,458.475,1241.507,594.386,615.292,864.039,807.485,483.838,499.763,673.588,771.805,708.247
1689.518,1109.349,1720.312,1369.014,2057.373,1242.078,3234.635,1955.508,2068.756,2240.871,2410.695,1732.536,1467.857,1869.828,2450.298,2478.756
464.294,77.546,300.496,192.073,318.576,0,0,253.517,273.042,380.246,236.721,0,0,0,152.208,121.123
337.301,323.97,279.818,346.571,333.41,231,516.644,134.314,341.92,0,415.385,187.163,142.123,298.502,543.251,245.064
159.312,181.783,207.459,214.486,211.642,128.083,377.321,185.45,137.555,171.395,143.627,164.806,273.42,343.594,330.233,449.156
124.476,80.221,147.281,92.463,240.931,121.266,206.549,170.326,199.414,0,165.953,104.14,0,141.202,228.726,218.648
16.197,10.026,3.46,15.229,18.341,28,18.662,15.93,0,18.22,20.609,0,0,19.978,22.375,36.318
4.052,0,5.035,5.065,0,5.071,0,0,13.063,0,0,10.139,2.641,0,13.037,0
171.829,163.902,190.156,161.448,183.123,113,273.938,122.768,198.734,283.272,258.13,168.187,154.492,146.811,198.435,181.769
49,68,54,24.571,190,69.354,137.011,50.757,82.779,202.147,180.018,42.227,99,114.932,94.813,187
1130.174,922.971,1043.09,920.053,1149.625,577.641,1282.471,811.143,1116.576,1331.431,1280.052,926.341,922.011,780.45,1021.053,1031.917
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,29,38,26,51.108,42,69,39.999,47.001,61,53,45,22,55.171,40,57.999
50.152,6.029,50.621,60.704,50.139,4.401,20.294,44.228,14.83,48.783,33.945,48.505,8.778,30.423,35.801,30.31
1490.803,1359.3,1435.247,1370.013,1521.887,898.112,2011.463,1240.084,1742.462,2232.673,1923.418,1543.43,1146.744,1312.562,1573.277,1683.076
51.298,62.388,61.092,43.595,45.978,26.043,69.437,27.716,22.351,101.492,35.027,0,39.691,34.595,11.609,43.492
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,1,0,0,4,0,0,1,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5370.112,4955.803,4949.749,4465.215,5259.57,2111.711,5557.932,3798.84,7888.411,9544.028,8123.056,5613.016,4499.346,4483.468,6650.851,5495.223
0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0
83,21,47,34,34,5,19,10,40,40,38,29,32,9,19,23.999
9,21,1,15,11,47,43,8,17,72,66,14,8,27,3,39
1847.029,1654.189,1759.261,1549.804,1503.321,789.962,1641.473,1228.508,1366.863,1643.551,1605.094,1149.542,973.464,953.109,1505.311,1074.632
441.173,438.72,551.046,427,485.625,167.432,499.223,252.285,644.512,456.724,398.097,441.08,379.629,298.938,617.01,388.812
2772.849,2612.521,3266.011,2700.034,3358.888,1967.577,5002.529,3010.595,3780.766,3849.524,3325.355,2928.644,2829.497,2766.87,3654.675,3549.981
1121.118,989.184,1025.142,1025.795,1083.42,3.326,2294.119,1257.8,1680.877,1946.427,1162.047,1063.634,1142.322,1070.407,925.179,1780.224
387.072,43.869,371.793,381.699,77.738,158.278,100.589,557.77,481.53,363.639,470.176,308.73,65.056,340.286,151.893,49.141
271.097,170.188,291.037,247.519,281.445,12.506,151.534,192.04,253.632,152.296,147.127,279.732,105.757,157.497,378.916,270.1
206.456,198.219,308.704,270.925,203.736,177.363,400.207,237.55,242.941,230.018,305.699,145.643,146.749,167.558,212.032,283.693
164.304,146.834,102.126,156.446,179.542,117.505,206.094,180.612,140.541,197.583,172.911,118.675,124.958,87.384,158.976,118.596
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1138.613,847.829,943.43,872.048,1371.621,669.314,1677.199,959.247,1272.198,1489.434,1271.87,1002.316,826.403,970.227,1143.23,1391.308
135,155,132,138.004,137,154.105,281.354,142,148,210,205.016,116.263,156,187,173,244
948.109,587.186,875.992,603.658,967.759,468.713,996.988,688.844,531.402,747.41,708.687,648.425,697.574,681.14,965.964,952.458
547.094,461.153,552.535,521,843.797,548.647,1058.424,572.827,780.064,767.173,797.299,521.843,656.211,644.094,761.255,860.901
189.71,202.609,262.903,201.358,335.518,136.659,364.319,211.262,295.272,275.359,328.903,223.061,272.532,183.479,255.376,240.998
315.315,450.515,334.294,505.369,529.933,382.592,946.187,346.431,424.883,653.745,738.965,556.953,359.047,606.366,550.399,670.659
23.745,69.274,28.569,15.003,38.29,4.873,40.731,20.651,23.608,14.731,44.761,31.21,27.635,18.392,27.038,12.567
1919.3,1968.553,2024.743,2148.931,2183.725,1645.783,4317.156,2174.128,2401.532,4025.043,3445.268,2098.21,1887.642,2487.199,2468.163,3089.818
588.453,423.27,497.929,321.691,873.13,347.025,776.034,634.498,537,581,635.471,451.117,631.171,488.182,837.014,591.061
0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1.321
486.186,476.773,442.625,472.886,547.623,479.384,848.211,513.28,631.301,1108.859,959.789,523.841,663.143,691.78,760.202,858.48
1726.615,1887.434,1720.534,1807.75,2157.637,1362.56,3267.526,1792.953,2311.974,3248.227,3133.423,1907.526,1499.209,1674.478,1832.078,2323.349
922.341,1028.437,837.122,944.201,1049.781,473.611,1545.954,832.792,1329.427,2169.819,1628.41,1120.175,918.518,967.235,1101.18,1033.356
317.158,304.999,405.279,325.853,414.785,170.632,339.828,532.908,123.594,204.954,410.264,198.192,440.95,278.613,574.261,409.59
3.006,0,1,1,1.087,0,0,2.33,0,0,0,0,4.686,0,1.079,0
378.758,315.414,382.868,371.029,416.063,221.779,533.399,344.188,485.574,483.668,484.764,340.87,329.39,287.342,422.747,384.49
577.999,540.998,621.485,554.914,754.123,516.598,1142.793,626.023,792.003,751.029,730.217,509.251,664,741,768.32,1084.986
172.729,100.112,124.127,115.316,230.811,105.568,244.845,171.462,185.404,234.834,206.306,133.234,181.33,120.555,199.603,184.374
334.139,274.029,391.558,336.258,438.005,250.609,783.319,464.135,417.022,646.402,561.316,345.676,539.052,621.222,674.059,861.466
357.784,503.509,232.421,499.025,352.211,363.987,805.168,319.239,382.31,648.079,614.356,316.933,268.549,580.5,348.262,876.971
432.307,451.448,455.752,458.901,535.679,325.743,685.921,432.401,558.865,761.121,668.816,448.476,397.466,389.673,542.703,561.027
120,93,131,114,153,71,178.091,121,154,167.988,166,130,125,116,166,164
45,39,44,0,72,0,58.999,0,14,26,23,17,140,93,199.064,116
350.193,298.747,318.644,281.73,361.807,194.532,478.833,270.145,321.86,354.36,365.985,248.294,230.119,250.554,330.246,349.168
342.488,326,283.168,369.408,383,330.445,616.255,318.027,280.729,497,526.299,328,331.01,321.158,367.985,392.771
426.636,243.085,325.253,344.546,471.884,233.672,524.623,367.75,326.51,578.52,397.093,394.853,327.93,379.848,432.645,414.5
73.453,63.584,28.643,56.347,52.503,31.406,121.04,83.476,54.666,85.857,36.132,58.321,41.236,55.542,96.186,91.441
1,0,0,0,0,0,0,2,1,0,0,1,1.441,0,1.136,4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
249,153.001,264.999,180.157,198,95.003,244.661,173.255,226.089,175.018,178.999,202.003,233,190.001,301.007,181.274
15,6,12,18,17,7,47,9,45.28,23,24,42,24,22,33,35
1715.19,1395.65,1867.784,1552.849,1251.698,1042.905,2512.239,1377.989,1674.74,1677.649,1826.789,1323.016,1533.615,2025.573,1657.552,2057.459
0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0
529.799,395.693,556.004,465.402,528.449,222.061,632.014,639.472,408.156,176.388,218.095,429.139,431.96,334.848,554.69,453.131
109.86,91.55,109.684,25.618,73.29,58.113,82.284,71.717,105.716,151.082,141.759,69.961,74.345,89.81,111.245,115.78
506.17,486.032,587.139,534.251,783.245,417.652,1074.831,643.852,828.302,929.559,1012.748,734.644,515.429,612.472,936.61,800.845
0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1
1,1,3,1,3,2,4,0,3,2,3,5.008,3,2,2,3
1621.118,1629.183,1846.395,1964.682,1770.241,1480.995,3326.332,1616.832,1596.269,2087.843,2008.416,1528.349,1147.098,1748.915,1685.797,1842.764
110.982,10.892,7.676,0,110.82,4.306,133.279,20.536,206.75,314.18,38.899,114.837,134.533,135.403,229.467,358.349
406,329,362,414,551.825,156.009,363.481,527.723,536.024,368,316.378,491.4,344.013,236,558.129,574.152
1345.002,1885.861,1220.001,1733.102,1660.009,1613.094,3053.469,1343.093,1462.6,2622.26,2482.52,1200,1142.551,2494.836,1524.751,2897.314
0,1,0,0,0.883,0,0,0,1,0,0,2,0,0,0,0
208,140,177,166,234.604,199.068,318.174,206,255.067,353.05,280,269.594,233.2,462.02,303.033,513
603.522,586.005,531,617.763,774.115,491.51,952.657,578.895,670.495,861.275,783.001,475.488,498.74,635.155,677.01,714
554.777,473.013,505.107,495.404,547.781,311.205,669.082,437.261,569.811,733,663,427.518,438.716,495.49,642.82,608.242
434.909,0,362.16,175.592,188.434,0,341.123,367.007,275.478,135.94,257.098,154.922,0,163.088,444.545,308.331
253.481,183.854,263.192,311.313,206.088,28.207,206.596,157.121,244.805,273.806,200.836,211.324,252.19,126.91,297.316,143.354
2156.59,1815.89,2320.955,1859.565,2624.14,1655.635,3385.686,1997.554,2172.496,3099.573,2545.223,1837.945,1966.855,2055.377,2533.756,2771.545
4,1,0,0,0,0,0,1.482,1.373,2,0,4,0,0,0,0
0,0,0,3.451,3.754,0,0,2.581,17.405,0,3.053,0,0,0,1.936,0
465.026,362.289,506.617,332.371,515.371,136.723,471.471,295.437,497.81,805.471,530.068,613.925,266.315,366.016,699.743,542.042
475.151,508.089,545,617.026,495,310.008,889.594,550.046,483.004,427.203,445,400,387,434,819.288,661.999
