"SRR1039508","SRR1039509","SRR1039510","SRR1039511","SRR1039512","SRR1039513","SRR1039514","SRR1039515","SRR1039516","SRR1039517","SRR1039518","SRR1039519","SRR1039520","SRR1039521","SRR1039522","SRR1039523"
5.8,21.879,65.221,16.43,4.519,5.711,11.225,7.841,38.291,24.191,39.565,15.428,8.943,15.164,16.202,6.096
1504.279,1332.67,1361.29,1376.621,1584.166,822.61,3150.315,1523.907,1464.969,2220.315,1688.66,1546.016,1119.365,1791.064,1565.113,1897.632
155.941,143.854,161.962,156.268,174.649,111.971,295.081,175.993,206.032,243.899,175.48,142.6,164.269,150.475,208.735,203.301
180.271,171.814,214.404,187.261,425.961,181.524,344.579,248.897,509.793,390.818,315.68,245.492,257.731,242.994,369.133,406.956
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491.227,436.745,365.51,437.884,406.127,277.061,685.467,463.08,526.775,772.295,541.409,349.206,227.468,433.157,405.028,430.673
29.311,76.204,34.816,33.052,61.104,54.918,5.075,0,56.892,1.46,58.626,1.815,54.924,0,28.39,42.874
427.548,413.51,419.497,470.506,583.589,354.376,677.795,388.822,501.135,664.208,546.609,371.311,382.462,440.338,486.674,557.568
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.363,45.038,56.31,22.924,142.678,34.152,138.91,93.402,8.945,23.198,14.014,5.776,81.969,98.177,135.798,162.038
7.532,6.86,8.519,10.775,16.809,28.329,63.159,27.708,1.751,32.591,29.116,4.171,10.154,23.343,23.737,46.812
160.127,150.445,170.172,186.373,118.555,92.902,166.119,120.674,182.761,184.885,153.352,152.09,136.723,117.512,157.49,191.39
183.976,161.656,159.999,156.819,286.908,133.617,445.173,233.209,204.523,273.343,222.518,192.965,186.439,208.972,227.976,292.76
0,0,0,0,1.099,0,0,0,0,0,0,0,0,0,0,0
8,2,16,12.108,7.95,5,11.052,11.007,12.047,7,9,13,7,6,9,2
291,174,288.003,233.999,375.999,167.007,367.197,265,364.001,354.635,294.018,272,259.643,186.51,340.001,334.035
1,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786.145,1793.101,1608.128,1704.755,1785.246,1123.267,2406.049,1364.672,1794.803,2111.476,1879.701,1373.092,1396.953,1701.443,2062.237,2223.239
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
2068.78,1644.384,1777.536,1463.268,1971.826,854.638,1931.68,1404.529,2533.224,3215.888,2831.452,1723.13,1178.662,970.217,1549.892,1182.193
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1.146,3.119,1.098,14.341,1.082,17.333,5.824,8.899,1.254,2.948,3.325,9.452,3.78,12.431,22.298
0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
4,1,1,0,2,0,1,1,3,2,0,0,2,1,0,1
440.201,207.82,259.668,35.839,420.61,534.745,1049.866,442.196,555.542,419.252,171.59,316.828,443.539,345.782,395.972,341.305
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0
140,152,173,132,192,348.025,337.074,206,160.136,286,221.084,133,216.206,667.126,345.031,665.058
30,14,30,15,42,7,16,19,22,16,14,12,28,10,35,8
87.191,52.001,75.167,63,87,40,67.081,58,72,87,67.015,64,60,43.117,77,84
105.671,18.495,265,230,84.952,145,363,250,273,279,263,195.523,186.185,195,258,104.431
0,13,13.46,17,0,13,32.634,23,14,8,4,13,46,12.215,77,38.029
1,0,3,0,0,2,1,2,1,1,0,0,0,0,1,1
2419.983,1090,2351.244,880.394,2518.754,595.914,1286.095,2120.18,2024.922,1134.958,1096.846,1432.652,1662.367,918.449,2307.141,1511.001
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1349.51,1083.345,989.138,1319.493,1009.047,604.514,1625.166,876.41,994.01,797.14,629.331,793.338,799.724,604.554,1233.897,945.371
261.543,166.529,244.501,234.904,276.19,153.099,391.2,210.421,246.686,247.73,237.308,168.909,181.563,189.088,240.092,299.108
41.798,0,9.594,19,16.095,13.24,20.194,16.323,6.291,9,5.533,4.49,13,7,9.924,7.089
93.918,47.006,51,42,139.001,50.999,118.41,97.139,126,79,88.999,61.038,48.001,51,59.02,81.571
1.271,0,0,0,264.326,0,266.159,0,226.359,1.433,175.345,0,222.363,0,1.302,171.84
0,0,0,0,0,2,0,0,1.719,0,1.473,0,0,0,0,1
2873.384,2641.278,2983.7,3136.902,3396.749,2098.553,4872.559,2836.979,2658.598,3343.219,2989.146,2621.84,2745.501,2835.349,3789.037,3717.576
93.38,190.049,77.374,135.737,69.782,91.627,175.459,112.978,95.351,211.992,207.736,92.956,89.142,145.62,99.974,131.189
2172.006,1674.008,2192.804,1623.123,2424.039,1201.739,2834.57,1858.485,2391.36,2474.974,2448.424,1936.857,1777.444,1445.83,2345.118,1900.176
13.426,10,17.032,12.122,18.308,8.108,16.708,8.679,18.412,23.253,6.508,15.335,10.371,9.24,17.099,21.551
140.532,109.607,135.765,108.271,220.613,133.481,287.422,199.695,190.609,232.321,163.129,168.999,160.8,247.291,221.303,281.644
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490.629,34.756,198.376,311.144,147.42,13.769,98.495,129,231.298,208.741,139.667,378.785,246.518,142.853,359.242,202.26
1297.743,1315.79,1250.589,1329.679,1380.47,972.842,2093.502,1097.565,1401.5,2421.046,2279.18,1159.774,1241.539,1487.441,1649.659,1995.549
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0
118.953,156.531,134.702,167,167.172,132.046,245.628,140.874,187.001,248.475,195.576,138.125,113.005,149.256,175.127,228.036
833.951,645.173,822.343,1038.593,1151.385,453.725,1280.506,1024.948,1093.392,1471.186,1177.272,1148.389,711.036,590.512,889.675,877.829
51.225,29.059,61.077,17.829,66.863,11.785,62.464,31.086,83.912,93.146,70.599,72.316,42.065,27.341,33.148,46.024
19.258,20,27.263,7.426,103.106,43,77.784,87.902,38.651,41.828,42.636,28.585,60.254,61.58,84.132,67.171
3,0,0,1,1,1,0,0,1,2,1,1,3,1,1,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1086.337,995.266,1183.328,1139.567,1405.86,704.587,2249.346,1132.138,1450.773,1895.811,1711.369,1073.265,1043.761,1149.977,1448.214,1529.616
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14.661,4.787,12.801,0,5.095,4.791,0,0,0,0,0,21.499,0,0
0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0
445.87,359.955,402.61,526,479.636,346.025,622.436,464,652.119,777.194,657.471,410.042,507.267,480.035,674.917,611.306
506.052,337.398,673.672,337.596,435.381,236.175,590.14,377.765,596.858,561.536,485.741,426.1,360.958,341.662,455.421,449.348
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.906,16.63,18.393,16.581,27,4.87,28,9.693,26.608,57,53.077,25.741,6.805,19.504,23.358,10.605
7,4,10,3,14,0,5,7,9,3,4,2,8,7,14,7
1,0,2,0,0,1,2,2,0,0,1,1,0,0,1,0
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3
301.575,213.393,73.586,290.637,452.226,373.755,496.583,250.671,500.176,708.535,565.795,207.156,413.744,348.623,633.483,459.944
1124.329,446.574,1015.42,730.147,944.499,652.292,1076.059,708.561,3.618,1264.41,1208.901,544.616,767.496,866.066,769.481,783.296
1,2,2,1,0,2,0,1,1,1,1,0,1,2,0,0
37.32,208.868,208.908,91.882,304.259,224.681,358.612,254.912,335.327,291.389,190.479,331.541,262.101,192.466,252.832,161.955
270.926,204.036,216.462,203.342,237.564,96.593,272.015,195.887,205.856,237.189,222.607,202.869,156.177,140.939,259.334,208.069
488.817,336.154,469.322,384.051,541.795,367.67,603.948,560.304,597.556,671.868,534.994,412.139,483.657,318.471,549.346,535.892
1052.719,938.297,930.719,973.408,983.289,572.739,1251.287,808.423,1015.503,1317.212,1221.88,892.982,826.526,907.528,1275.528,1171.209
342.336,211.663,101.102,144.688,211.577,126.992,336.268,233.477,152.098,511.073,478.607,236.188,297.958,310.871,447.254,453.458
347.293,269,339,234.427,376.161,148,447.773,279.24,354.242,414.001,408,311.624,250.001,237.999,347.882,320.788
1175.739,537.759,1549.633,743.896,1222.877,264.475,1263.379,1161.373,652.726,157.268,203.45,367.919,1678.198,906.917,2604.305,1423.269
884.199,1010.754,942.19,1106.061,727.18,756.368,1079.354,745.37,589.575,630.442,874.252,652.689,955.423,816.438,1074.597,1080.023
6.248,5.257,5,7.329,17.468,7,12.643,12.59,10.294,16.321,14.257,0,9.855,8,0,13.696
0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0
410.205,297.108,453.812,297.257,585.661,380.491,405.221,443.169,405.409,435.082,572.606,355.651,353.892,358.995,481.576,419.393
2,3.632,0,3,0,0,30,3,1,25,34,5,1,0,0,0
303,344.152,311.095,329,254.205,182.158,421.049,206,134,181.999,187.027,102,105,119,115,173
24.082,0,40.432,13,52,0,17,28,105.452,82,73,99.027,105.087,38,107.162,39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,2,1,2,0,1,1,0,0,0,0
1434.872,753.908,1681.211,945.991,2331.537,679.926,2218.674,2214.512,1673.708,730.979,645.13,1104.053,1997.655,1046.746,2651.191,1564.719
970.009,197.127,1118.765,204,1430.189,204.308,889.025,925.774,3643.157,1802.286,1782.88,1798.686,1826.874,789.258,2242.583,680.004
170,69.037,213.031,107,312,87,198.123,203.17,149.001,48,59,139,260.265,240,348.002,295
3687.416,3585.657,3440.967,3785.823,4275.838,2632.721,5817.997,3286.956,3758.028,4832.987,4192.522,2806.545,3166.735,3631.885,4295.689,4959.115
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,15,137,55,4.532,46,43,128,128.083,49,41.09,41,0,0
177.422,198.789,189.85,220.423,231.214,148.843,352.002,169.021,301.079,280.455,349.847,226.946,234.797,218.648,288.943,306.485
123,539.237,205,761,235.408,402.089,1207.943,402.054,94,306,271,104,333.778,1098.001,719.021,1782.94
1,0,2,1,4,0,2,1,1,1,1,1,0,0,0,1
1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2,2,4,2,3,0,5,0,4,1,1,5,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,4.465,4.386,0,1.205,1,0,0,0,1,0,0,1,1.492,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372.353,229.786,523.998,316.647,475.994,486.087,920.889,475.075,370.536,675.864,471.33,555.714,609.68,323.454,397.107,491.562
493.42,462.984,486,475,627.847,336,873.21,496,592.063,824.117,673.088,581.031,514.309,512,632,559.71
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1.006,0,0,0,1,0,1.008,0,0,0,0,0
299.376,241.498,273.886,264.915,300.737,177.287,517.06,310.314,310.702,286.492,253.13,218.213,248.734,235.878,324.075,363.271
125.711,132.553,123.305,154.923,131.333,0,90.496,0,140.918,237.21,212.501,147.037,0,137.128,120.795,175.698
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.012,0,0,0,2.063,0,0,0,1.005,0,0,2.052,1.017,1.026,2.043,0
339.142,361.75,265.055,360.412,281.101,343.433,480.799,226.805,327.026,554.063,434.972,249.193,287.577,572.994,290.467,657.811
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,7,0,9.006,1,3,2,7.012,1,1,5,4,3.05,7.004,4.108
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24.572,37.548,80.456,33.349,20.906,41,54.973,19.922,69.542,64.055,31.164,55.153,19.277,44.735,70.245,86
0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,1,4,4,1,0,0,3,1,0,0
1817.872,1558.448,1791.829,1611.455,2062.12,1356.202,2703.678,1646.258,1360.89,1704.493,1509.447,1265.764,1624.731,1899.65,2205.209,2527.939
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.784,0,0,0,0,0,0,0.783,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,1,0,0,2,2,1,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,0,1,0,0,0,0,0,0,3,3,1,0,0,0,0
1,1,0,1,0,0,0,1,5,3,3,1,1,0,1,1
0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,1,4,0,0,0,0,9,10,0,6,7,4,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.53,2.12,0,3.807,23.799,2.831,12.578,11.655,0,0,2.54,0,6.239,0,2.153,9.166
0,0,0,0,0,0,1,0,0,0,0,1,1,4,4,2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,1,2,0,0,0,3,3
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,3,0,5,0,5,2,3,2,2,3,5,1,1,4
0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.392,0,0,0,0,0,0,0,0,2,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,4,12.023,9,5,2,7,2,14.066,11.225,12,13,6,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,1,2,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.5,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,2,0,0,2,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,2,0,0,0,1,3,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
